"Hash","Name","FullPath","SizeMB","LastWrite"
"3FDA7B691AC7A9DC03B3A3FD2089FB2881F8AC3CD94717A97DF178C242B4DFB9","check-runeforge.ps1","C:\RUNEFOGE_PRO\runeforge\app\check-runeforge.ps1","0.0007","27/03/2026 07:04:56 a. m."
"3FDA7B691AC7A9DC03B3A3FD2089FB2881F8AC3CD94717A97DF178C242B4DFB9","check-runeforge.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\check-runeforge.ps1","0.0007","27/03/2026 07:04:56 a. m."
"D3817126B46032016E33E0690818B86BE83F306F1036F594A2821C8E2C7A0527","README.md","C:\RUNEFOGE_PRO\runeforge\app\README.md","0.0007","20/03/2026 12:15:06 a. m."
"D3817126B46032016E33E0690818B86BE83F306F1036F594A2821C8E2C7A0527","README.md","C:\RUNEFOGE_PRO\runeforge\runeforge\app\README.md","0.0007","20/03/2026 12:15:06 a. m."
"40FCB0F56B6F5C3D8AECA23CAB75A27810F9F4454D91450DE50D0512E38AC606","logger.js","C:\RUNEFOGE_PRO\runeforge\app\src\shared\logger.js","0.0007","20/03/2026 12:15:06 a. m."
"40FCB0F56B6F5C3D8AECA23CAB75A27810F9F4454D91450DE50D0512E38AC606","logger.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\shared\logger.js","0.0007","20/03/2026 12:15:06 a. m."
"01614DAA2FAE28959BF00DAEF92B2637155A261B5E5A513E8229BA6577EA4478","update_clang_format.py","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\update_clang_format.py","0.0007","21/03/2026 08:14:42 p. m."
"01614DAA2FAE28959BF00DAEF92B2637155A261B5E5A513E8229BA6577EA4478","update_clang_format.py","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\update_clang_format.py","0.0007","21/03/2026 08:14:42 p. m."
"FE54329877E231F74046EBDF1761448C0CD9EB0A2873EF2F34F36D849AFDDCA5","PROMPT_RESUME_RUNEFORGE_2026-04-24_V43.3_TO_AHK_PANEL_V44.txt","C:\RUNEFOGE_PRO\runeforge\docs\PROMPT_RESUME_RUNEFORGE_2026-04-24_V43.3_TO_AHK_PANEL_V44.txt","0.0007","24/04/2026 07:31:57 p. m."
"FE54329877E231F74046EBDF1761448C0CD9EB0A2873EF2F34F36D849AFDDCA5","PROMPT_RESUME_RUNEFORGE_2026-04-24_V43.3_TO_AHK_PANEL_V44.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\docs\PROMPT_RESUME_RUNEFORGE_2026-04-24_V43.3_TO_AHK_PANEL_V44.txt","0.0007","24/04/2026 07:31:57 p. m."
"368AABCA04441D53EECB3986EAB2A18E590DE101DB620618DF5D2C30F4306966","code_backend_check.ps1","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\code_backend_check.ps1","0.0008","24/04/2026 01:04:37 a. m."
"368AABCA04441D53EECB3986EAB2A18E590DE101DB620618DF5D2C30F4306966","code_backend_check.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\code_backend_check.ps1","0.0008","24/04/2026 01:04:37 a. m."
"CB3AE4113B8D0BDA69618B653B097DF440A3ED7DDE371CFD09DD5E3F9C561DA0","code_node_pm2_ports.ps1","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\code_node_pm2_ports.ps1","0.0008","24/04/2026 12:41:08 a. m."
"CB3AE4113B8D0BDA69618B653B097DF440A3ED7DDE371CFD09DD5E3F9C561DA0","code_node_pm2_ports.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\code_node_pm2_ports.ps1","0.0008","24/04/2026 12:41:08 a. m."
"E9A51DA7D3783E77277662D6BE90239080A27B6F43D7C2F2628C48EC732B5F4B","terminal-export-bridge.json","C:\RUNEFOGE_PRO\runeforge\data\commander\terminal-export-bridge.json","0.0008","24/04/2026 01:11:19 a. m."
"E9A51DA7D3783E77277662D6BE90239080A27B6F43D7C2F2628C48EC732B5F4B","terminal-export-bridge.json","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\terminal-export-bridge.json","0.0008","24/04/2026 01:11:19 a. m."
"A51976EA0724700BA8AC20390AC6F386761A8A531E89FE49D058D7EBF73A713B","additional-install.sh","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\packaging\linux\flatpak\scripts\additional-install.sh","0.0008","21/03/2026 08:14:42 p. m."
"A51976EA0724700BA8AC20390AC6F386761A8A531E89FE49D058D7EBF73A713B","additional-install.sh","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\packaging\linux\flatpak\scripts\additional-install.sh","0.0008","21/03/2026 08:14:42 p. m."
"566B96E4C8DC17BC1C1AE43E3E5BA566A3EBADA720B98FD3B0AA7668525805C4","whatsapp.webhook.routes.js","C:\RUNEFOGE_PRO\runeforge\app\src\adapters\whatsapp\whatsapp.webhook.routes.js","0.0008","20/03/2026 12:15:06 a. m."
"566B96E4C8DC17BC1C1AE43E3E5BA566A3EBADA720B98FD3B0AA7668525805C4","whatsapp.webhook.routes.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\adapters\whatsapp\whatsapp.webhook.routes.js","0.0008","20/03/2026 12:15:06 a. m."
"CEA3A1E4FF6D41257831E0E5DB3FE212E5E8D8A96BD8CBAB50F3065ED1731064","system.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\chat\skills\system.js","0.0009","27/03/2026 07:04:54 a. m."
"CEA3A1E4FF6D41257831E0E5DB3FE212E5E8D8A96BD8CBAB50F3065ED1731064","system.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\chat\skills\system.js","0.0009","27/03/2026 07:04:54 a. m."
"FEB4BCBDEC23B1CE8DB75FC2F70BBAD2377276AB1AA9D03CB448F08110681196","start-sunshine.ps1","C:\RUNEFOGE_PRO\runeforge\app\ops\games\start-sunshine.ps1","0.0009","21/03/2026 09:07:58 p. m."
"FEB4BCBDEC23B1CE8DB75FC2F70BBAD2377276AB1AA9D03CB448F08110681196","start-sunshine.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\ops\games\start-sunshine.ps1","0.0009","21/03/2026 09:07:58 p. m."
"5F0645A1E3E9A01C7CEEB6377C3C7F18D605375D444CBE2E3F6B46E127F2C919","chat.service.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\chat\chat.service.js","0.0009","27/03/2026 12:55:32 a. m."
"5F0645A1E3E9A01C7CEEB6377C3C7F18D605375D444CBE2E3F6B46E127F2C919","chat.service.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\chat\chat.service.js","0.0009","27/03/2026 12:55:32 a. m."
"E83D256EB82188DD61B5A62D18D2F47260F59245F415429EDF9819762F299237","02 Retumbe Trap 808.fac","C:\RUNEFOGE_PRO\runeforge\audio\02 Retumbe Trap 808.fac","0.0009","27/04/2026 12:03:22 a. m."
"C21EFBDCEE3E64CE1B673146F7F9198EF8899813C4D975BBA7D184BEB9232709","05 Retumbe Gaming FPS.fac","C:\RUNEFOGE_PRO\runeforge\audio\05 Retumbe Gaming FPS.fac","0.0009","27/04/2026 12:03:22 a. m."
"BB4AC040432ACBDA2D76FF01373E32681D4AED2716D113EB27F8CD26A71E2B70","08 Retumbe Rock Metal Pesado.fac","C:\RUNEFOGE_PRO\runeforge\audio\08 Retumbe Rock Metal Pesado.fac","0.0009","27/04/2026 12:03:22 a. m."
"BB4BBF1BE42CBE4EAE21635C81BB83CDA544B7A637AAF37E8A81AFE0E7066D0D","12 Retumbe Electronica Rave.fac","C:\RUNEFOGE_PRO\runeforge\audio\12 Retumbe Electronica Rave.fac","0.0009","27/04/2026 12:03:22 a. m."
"8B17D8EBD489461BA7AC90C0879AB90374B45F7064D788EB731495D0BC8C1973","07 Retumbe Carro Bass Boost.fac","C:\RUNEFOGE_PRO\runeforge\audio\07 Retumbe Carro Bass Boost.fac","0.0009","27/04/2026 12:03:22 a. m."
"6C3A75FC4D7CE153055E9F13CD2F6D6AEA225A403B657B952C074D704551216B","11 Retumbe Maximo Cuidado.fac","C:\RUNEFOGE_PRO\runeforge\audio\11 Retumbe Maximo Cuidado.fac","0.0009","27/04/2026 12:03:22 a. m."
"FC63ABE3F3992C91576B032DEE9CFA6AE6B0402693BEA6A497ABEA412A72F162","04 Retumbe Subwoofer Barra 2.1.fac","C:\RUNEFOGE_PRO\runeforge\audio\04 Retumbe Subwoofer Barra 2.1.fac","0.0009","27/04/2026 12:03:22 a. m."
"997816AEB48A2AFA46296532F150FB9E5AC09DC20FDC98C0A7FFF39CF80FC989","10 Retumbe Limpio Audifonos BT.fac","C:\RUNEFOGE_PRO\runeforge\audio\10 Retumbe Limpio Audifonos BT.fac","0.0009","27/04/2026 12:03:22 a. m."
"53A2E33DDF1CAD44AA53704B74A4243CBA79143B3C09C0BBC0AD8CDA70A7C351","03 Retumbe Terror Cinematico.fac","C:\RUNEFOGE_PRO\runeforge\audio\03 Retumbe Terror Cinematico.fac","0.0009","27/04/2026 12:03:22 a. m."
"23C816759C41A26F4C51334322B1B1260382640E5276424F049DAE5A94C5C5FC","06 Retumbe Noche Bajo Controlado.fac","C:\RUNEFOGE_PRO\runeforge\audio\06 Retumbe Noche Bajo Controlado.fac","0.0009","27/04/2026 12:03:22 a. m."
"9187C96CBDD0255C9FFCDF3AB9F6AD1B80E348DCF6581D3F3B7F6A58D7DD87C5","app.js","C:\RUNEFOGE_PRO\runeforge\app\src\app.js","0.001","27/03/2026 12:51:28 a. m."
"9187C96CBDD0255C9FFCDF3AB9F6AD1B80E348DCF6581D3F3B7F6A58D7DD87C5","app.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\app.js","0.001","27/03/2026 12:51:28 a. m."
"076C377F6BB4B31618AEB529BFF1C6C94860DECE56FC3F514F67C0A2F8FE9183","PROMPT_ESTADO_ACTUAL_RUNEFORGE.txt","C:\RUNEFOGE_PRO\runeforge\docs\PROMPT_ESTADO_ACTUAL_RUNEFORGE.txt","0.0011","23/04/2026 11:53:33 p. m."
"076C377F6BB4B31618AEB529BFF1C6C94860DECE56FC3F514F67C0A2F8FE9183","PROMPT_ESTADO_ACTUAL_RUNEFORGE.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\docs\PROMPT_ESTADO_ACTUAL_RUNEFORGE.txt","0.0011","23/04/2026 11:53:33 p. m."
"7928CEB0C88209FA5D2E03CEC59C59CF48A79DB1EFBD23CD3C9A336BBD914EA7","validate_start.err.log","C:\RUNEFOGE_PRO\runeforge\app\validate_start.err.log","0.0011","19/04/2026 03:45:07 a. m."
"7928CEB0C88209FA5D2E03CEC59C59CF48A79DB1EFBD23CD3C9A336BBD914EA7","validate_start.err.log","C:\RUNEFOGE_PRO\runeforge\runeforge\app\validate_start.err.log","0.0011","19/04/2026 03:45:07 a. m."
"210850D5118CA4F654E9B30DAB1AF588E61A947B048D21FC945A3F00DB91D8E6","skill-router.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\chat\skill-router.js","0.0011","27/03/2026 12:57:16 a. m."
"210850D5118CA4F654E9B30DAB1AF588E61A947B048D21FC945A3F00DB91D8E6","skill-router.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\chat\skill-router.js","0.0011","27/03/2026 12:57:16 a. m."
"133624E160FA04C8A8BAED47F67D79FC5548E54621FA683C9C8A88076D5DEFE9","RUNEFORGE_MEMORY_CLAUSE_2026-04-24_V43.3.md","C:\RUNEFOGE_PRO\runeforge\docs\RUNEFORGE_MEMORY_CLAUSE_2026-04-24_V43.3.md","0.0012","24/04/2026 07:27:31 p. m."
"133624E160FA04C8A8BAED47F67D79FC5548E54621FA683C9C8A88076D5DEFE9","RUNEFORGE_MEMORY_CLAUSE_2026-04-24_V43.3.md","C:\RUNEFOGE_PRO\runeforge\runeforge\docs\RUNEFORGE_MEMORY_CLAUSE_2026-04-24_V43.3.md","0.0012","24/04/2026 07:27:31 p. m."
"FB674021C8377CEB1C4DC83A410FC4BC908F27BD8B992DF159FC212C549DA6AF","index.html","C:\RUNEFOGE_PRO\runeforge\app\public\index.html","0.0013","19/04/2026 05:54:19 a. m."
"FB674021C8377CEB1C4DC83A410FC4BC908F27BD8B992DF159FC212C549DA6AF","index.html","C:\RUNEFOGE_PRO\runeforge\runeforge\app\public\index.html","0.0013","19/04/2026 05:54:19 a. m."
"CF7131481C3A4AAA9C28DE1898CB3C527755B18479A17BCE8F47A44E14BB9F8F","start-backend.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\backend\start-backend.ps1","0.0013","19/04/2026 04:01:29 a. m."
"CF7131481C3A4AAA9C28DE1898CB3C527755B18479A17BCE8F47A44E14BB9F8F","start-backend.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\backend\start-backend.ps1","0.0013","19/04/2026 04:01:29 a. m."
"47721DAAFF839A4750789F0D144D63BD2A6EF564064BFE8229DF54B0BD5AE9DF","check-game-host.ps1","C:\RUNEFOGE_PRO\runeforge\app\ops\games\check-game-host.ps1","0.0014","21/03/2026 09:07:58 p. m."
"47721DAAFF839A4750789F0D144D63BD2A6EF564064BFE8229DF54B0BD5AE9DF","check-game-host.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\ops\games\check-game-host.ps1","0.0014","21/03/2026 09:07:58 p. m."
"48ADAF3B4C46D605296178CE292AE3DD8CFE9A26990EE7D14E50556F77D910E3","commander-db.json","C:\RUNEFOGE_PRO\runeforge\data\commander\commander-db.json","0.0014","24/04/2026 01:15:44 a. m."
"48ADAF3B4C46D605296178CE292AE3DD8CFE9A26990EE7D14E50556F77D910E3","commander-db.json","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\commander-db.json","0.0014","24/04/2026 01:15:44 a. m."
"86F00B342B9552767F4905D35B7F954D8ACE5EF83317E0DB0DABF37CD3C4CD22","code_secret_triage.ps1","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\code_secret_triage.ps1","0.0015","24/04/2026 01:04:37 a. m."
"86F00B342B9552767F4905D35B7F954D8ACE5EF83317E0DB0DABF37CD3C4CD22","code_secret_triage.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\code_secret_triage.ps1","0.0015","24/04/2026 01:04:37 a. m."
"AB383FDA5364FD528EE102E590E541DC012277EBCD6EB0514F1C1226CF8779ED","capture_20260424_192800.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\exports\capture_20260424_192800.txt","0.0015","24/04/2026 07:28:00 p. m."
"AB383FDA5364FD528EE102E590E541DC012277EBCD6EB0514F1C1226CF8779ED","capture_20260424_192800.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\exports\capture_20260424_192800.txt","0.0015","24/04/2026 07:28:00 p. m."
"AB383FDA5364FD528EE102E590E541DC012277EBCD6EB0514F1C1226CF8779ED","latest-terminal-export.clean.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\exports\latest-terminal-export.clean.txt","0.0015","24/04/2026 07:28:00 p. m."
"AB383FDA5364FD528EE102E590E541DC012277EBCD6EB0514F1C1226CF8779ED","latest-terminal-export.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\exports\latest-terminal-export.txt","0.0015","24/04/2026 07:28:00 p. m."
"73D35C14602D8D297633C65C6C35A0EF2F9EAD9B15712B22428C8DF56D62CF96","validate_start.out.log","C:\RUNEFOGE_PRO\runeforge\app\validate_start.out.log","0.0015","19/04/2026 04:02:09 a. m."
"73D35C14602D8D297633C65C6C35A0EF2F9EAD9B15712B22428C8DF56D62CF96","validate_start.out.log","C:\RUNEFOGE_PRO\runeforge\runeforge\app\validate_start.out.log","0.0015","19/04/2026 04:02:09 a. m."
"2F24CAE8ED1EA5929D6589CAE9FA5F2D3E4A946B0E38037314BD92B696AADA06","forge.routes.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\forge\forge.routes.js","0.0017","20/03/2026 12:15:06 a. m."
"2F24CAE8ED1EA5929D6589CAE9FA5F2D3E4A946B0E38037314BD92B696AADA06","forge.routes.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\forge\forge.routes.js","0.0017","20/03/2026 12:15:06 a. m."
"A3171928B3D30CD70D33E127975AA779523644CBACD3A4D2185759C1723A0AFF","command-registry.js","C:\RUNEFOGE_PRO\runeforge\app\src\core\command-registry.js","0.0017","27/03/2026 07:04:56 a. m."
"A3171928B3D30CD70D33E127975AA779523644CBACD3A4D2185759C1723A0AFF","command-registry.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\core\command-registry.js","0.0017","27/03/2026 07:04:56 a. m."
"5FA15779CF5416D73452668359A364918EC3742895051ECF6E3377AC4396147D","telemetria.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\chat\skills\telemetria.js","0.0019","27/03/2026 07:04:54 a. m."
"5FA15779CF5416D73452668359A364918EC3742895051ECF6E3377AC4396147D","telemetria.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\chat\skills\telemetria.js","0.0019","27/03/2026 07:04:54 a. m."
"8174ED85508551F9BDDAE748A1B2DECFCC56CA116ABE08F98FBDC1ADA61619EF","convert_and_pack.sh","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\icons\convert_and_pack.sh","0.0019","21/03/2026 08:14:42 p. m."
"8174ED85508551F9BDDAE748A1B2DECFCC56CA116ABE08F98FBDC1ADA61619EF","convert_and_pack.sh","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\icons\convert_and_pack.sh","0.0019","21/03/2026 08:14:42 p. m."
"68E43416D7DBEBD60A5C83DBFAF7E8D91C77BE781467AE363583D25A141946D7","memory_resume_v43_3_to_ahk_panel_v44.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\memory_resume_v43_3_to_ahk_panel_v44.txt","0.0031","24/04/2026 07:31:57 p. m."
"68E43416D7DBEBD60A5C83DBFAF7E8D91C77BE781467AE363583D25A141946D7","RUNEFORGE_RESUME_2026-04-24_V43.3_TO_AHK_PANEL_V44.md","C:\RUNEFOGE_PRO\runeforge\docs\RUNEFORGE_RESUME_2026-04-24_V43.3_TO_AHK_PANEL_V44.md","0.0031","24/04/2026 07:31:57 p. m."
"68E43416D7DBEBD60A5C83DBFAF7E8D91C77BE781467AE363583D25A141946D7","memory_resume_v43_3_to_ahk_panel_v44.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\memory_resume_v43_3_to_ahk_panel_v44.txt","0.0031","24/04/2026 07:31:57 p. m."
"68E43416D7DBEBD60A5C83DBFAF7E8D91C77BE781467AE363583D25A141946D7","RUNEFORGE_RESUME_2026-04-24_V43.3_TO_AHK_PANEL_V44.md","C:\RUNEFOGE_PRO\runeforge\runeforge\docs\RUNEFORGE_RESUME_2026-04-24_V43.3_TO_AHK_PANEL_V44.md","0.0031","24/04/2026 07:31:57 p. m."
"470AD0C159653B091E70669E0E4BEE8FEB2BE20AE463CBD85C6D55D9AAFD0E90","commander-ops-memory.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\commander-ops-memory.txt","0.0031","24/04/2026 07:31:57 p. m."
"470AD0C159653B091E70669E0E4BEE8FEB2BE20AE463CBD85C6D55D9AAFD0E90","commander-ops-memory.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\commander-ops-memory.txt","0.0031","24/04/2026 07:31:57 p. m."
"09ACB8C7DE5E5FF1633C1F40FCB723BF5172FF65A2A1D564E9D0CE87F3968E27","capture_fix02a_source_read_20260425_025605.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\exports\capture_fix02a_source_read_20260425_025605.txt","0.0033","27/04/2026 02:22:49 a. m."
"09ACB8C7DE5E5FF1633C1F40FCB723BF5172FF65A2A1D564E9D0CE87F3968E27","latest-terminal-export.clean.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\exports\latest-terminal-export.clean.txt","0.0033","27/04/2026 02:22:49 a. m."
"09ACB8C7DE5E5FF1633C1F40FCB723BF5172FF65A2A1D564E9D0CE87F3968E27","latest-terminal-export.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\exports\latest-terminal-export.txt","0.0033","27/04/2026 02:22:49 a. m."
"1876A039681D627FE9735356518961E46F02868C2EBA84A5EA85D2C9A307AAF9","ssh_repair_20260417_122049.log","C:\RUNEFOGE_PRO\runeforge\app\data\trace\ssh_repair_20260417_122049.log","0.0034","17/04/2026 12:20:59 p. m."
"1876A039681D627FE9735356518961E46F02868C2EBA84A5EA85D2C9A307AAF9","ssh_repair_20260417_122049.log","C:\RUNEFOGE_PRO\runeforge\runeforge\app\data\trace\ssh_repair_20260417_122049.log","0.0034","17/04/2026 12:20:59 p. m."
"64D84871877BD9119E73C25375D9478CA5CD31E1C2EE7F1C632B14B4A19D11B1","chat.log","C:\RUNEFOGE_PRO\runeforge\app\data\trace\chat.log","0.0037","24/04/2026 03:07:36 a. m."
"64D84871877BD9119E73C25375D9478CA5CD31E1C2EE7F1C632B14B4A19D11B1","chat.log","C:\RUNEFOGE_PRO\runeforge\runeforge\app\data\trace\chat.log","0.0037","24/04/2026 03:07:36 a. m."
"46026C77E721526E71EBDAE4F52F4806A8F840274B6C576FA17B491360F0386D","Watch-TerminalExport.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Watch-TerminalExport.ps1","0.0038","24/04/2026 06:45:40 p. m."
"46026C77E721526E71EBDAE4F52F4806A8F840274B6C576FA17B491360F0386D","Watch-TerminalExport.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Watch-TerminalExport.ps1","0.0038","24/04/2026 06:45:40 p. m."
"F2C580302CE705F1D89A9297AB835B69A29827AC267B4EF59009D3F62978E16F","Import-LatestTerminalExport.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Import-LatestTerminalExport.ps1","0.004","24/04/2026 06:54:55 p. m."
"F2C580302CE705F1D89A9297AB835B69A29827AC267B4EF59009D3F62978E16F","Import-LatestTerminalExport.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Import-LatestTerminalExport.ps1","0.004","24/04/2026 06:54:55 p. m."
"5A460473EEF3FBF1B6A395C88329AF72D4623009C88DCDD81017A3FD4898426A","runeforge-ssh-bootstrap.ps1","C:\RUNEFOGE_PRO\runeforge\app\ops\runeforge-ssh-bootstrap.ps1","0.0041","17/04/2026 12:10:31 p. m."
"5A460473EEF3FBF1B6A395C88329AF72D4623009C88DCDD81017A3FD4898426A","runeforge-ssh-bootstrap.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\ops\runeforge-ssh-bootstrap.ps1","0.0041","17/04/2026 12:10:31 p. m."
"DB426DA35085383FADA4EC6FDD479F32E57634C059EFB4888B916A2C51D05606","_locale.py","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\_locale.py","0.005","21/03/2026 08:14:42 p. m."
"DB426DA35085383FADA4EC6FDD479F32E57634C059EFB4888B916A2C51D05606","_locale.py","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\_locale.py","0.005","21/03/2026 08:14:42 p. m."
"17B0BA8D17534B6078C03151CE86A69632BA16B3B7115053D5DB03B0A61E24A2","runeforge-ssh-repair-v2.ps1","C:\RUNEFOGE_PRO\runeforge\app\ops\runeforge-ssh-repair-v2.ps1","0.0051","17/04/2026 12:20:20 p. m."
"17B0BA8D17534B6078C03151CE86A69632BA16B3B7115053D5DB03B0A61E24A2","runeforge-ssh-repair-v2.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\ops\runeforge-ssh-repair-v2.ps1","0.0051","17/04/2026 12:20:20 p. m."
"F36DCB6EBB3CCAA847948B8FE276948B0A4157091BFB0FEFC70215BAC89B6F78","ssh_repair_20260417_122033.log","C:\RUNEFOGE_PRO\runeforge\app\data\trace\ssh_repair_20260417_122033.log","0.0054","17/04/2026 12:20:59 p. m."
"F36DCB6EBB3CCAA847948B8FE276948B0A4157091BFB0FEFC70215BAC89B6F78","ssh_repair_20260417_122033.log","C:\RUNEFOGE_PRO\runeforge\runeforge\app\data\trace\ssh_repair_20260417_122033.log","0.0054","17/04/2026 12:20:59 p. m."
"E3D4874F95F0DB7478F00629700C16E20E09E12D17334C09DE4F0996C6E1959B","macos_build.sh","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\macos_build.sh","0.0061","21/03/2026 08:14:42 p. m."
"E3D4874F95F0DB7478F00629700C16E20E09E12D17334C09DE4F0996C6E1959B","macos_build.sh","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\scripts\macos_build.sh","0.0061","21/03/2026 08:14:42 p. m."
"283C7E926C22E7FF93FCFFB25F1B369321193A179EC4D591D31EE444997DD4FF","RUNEFORGE_COMMANDER_V43_4_CLEAN_OPS.ahk","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\ahk\RUNEFORGE_COMMANDER_V43_4_CLEAN_OPS.ahk","0.0062","24/04/2026 07:35:54 p. m."
"283C7E926C22E7FF93FCFFB25F1B369321193A179EC4D591D31EE444997DD4FF","RUNEFORGE_COMMANDER_V43_4_CLEAN_OPS.ahk","C:\RUNEFOGE_PRO\runeforge\scripts\ahk\RUNEFORGE_COMMANDER_V43_4_CLEAN_OPS.ahk","0.0062","24/04/2026 07:35:54 p. m."
"3B9361A8808D42DF0892FC570C51248D7CC461FBA1CCF30423A47D5200FC4EE4","Invoke-Runeforge-Capture.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Invoke-Runeforge-Capture.ps1","0.0085","24/04/2026 07:35:53 p. m."
"3B9361A8808D42DF0892FC570C51248D7CC461FBA1CCF30423A47D5200FC4EE4","Invoke-Runeforge-Capture.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Invoke-Runeforge-Capture.ps1","0.0085","24/04/2026 07:35:53 p. m."
"B9C3EBE7A7ACD54A807A75A2744FE686907621C32FC12B67DE19A50D5802E871","Avances Tecnológicos, Operativos y de Mercado en Ingeniería Electrónica.xlsx","C:\RUNEFOGE_PRO\runeforge\Avances Tecnológicos, Operativos y de Mercado en Ingeniería Electrónica.xlsx","0.0097","19/04/2026 06:23:39 p. m."
"B9C3EBE7A7ACD54A807A75A2744FE686907621C32FC12B67DE19A50D5802E871","Avances Tecnológicos, Operativos y de Mercado en Ingeniería Electrónica.xlsx","C:\RUNEFOGE_PRO\runeforge\runeforge\Avances Tecnológicos, Operativos y de Mercado en Ingeniería Electrónica.xlsx","0.0097","19/04/2026 06:23:39 p. m."
"8FA7A42B08DDDA0BC8012CCF7E9ADDFB8A374861530E9861540F14CEE8CBDEC7","RUNEFORGE_COMMANDER_V41_GHOST_FUSION.ahk","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\ahk\RUNEFORGE_COMMANDER_V41_GHOST_FUSION.ahk","0.0137","24/04/2026 12:41:10 a. m."
"8FA7A42B08DDDA0BC8012CCF7E9ADDFB8A374861530E9861540F14CEE8CBDEC7","RUNEFORGE_COMMANDER_V41_GHOST_FUSION.ahk","C:\RUNEFOGE_PRO\runeforge\scripts\ahk\RUNEFORGE_COMMANDER_V41_GHOST_FUSION.ahk","0.0137","24/04/2026 12:41:10 a. m."
